	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
1348	3688	18	Shikimates and Phenylpropanoids	0.7692307692307693	Flavonoids	0.7384615384615385	Proanthocyanins	0.5846153846153846	1.0	0.4918552	ISDB	http://www.wikidata.org/entity/Q105251942	SFQDSEXKGVWBGB-WXMRMYLKSA-N	InChI=1S/C30H26O11/c31-15-5-1-13(2-6-15)25-24(38)29(18-10-12-20(34)23(37)28(18)39-25)41-30-21(35)17-9-11-19(33)22(36)27(17)40-26(30)14-3-7-16(32)8-4-14/h1-12,21,24-26,29-38H/t21-,24-,25+,26+,29-,30+/m0/s1	Oc1ccc([C@H]2Oc3c(ccc(O)c3O)[C@H](O[C@H]3[C@@H](c4ccc(O)cc4)Oc4c(ccc(O)c4O)[C@@H]3O)[C@H]2O)cc1	C30H26O11		562.1475116519999	(2R,3R,4S)-2-(4-hydroxyphenyl)-3-[[(2R,3R,4S)-3,7,8-trihydroxy-2-(4-hydroxyphenyl)-3,4-dihydro-2H-chromen-4-yl]oxy]-3,4-dihydro-2H-chromene-4,7,8-triol	SFQDSEXKGVWBGB	Shikimates and Phenylpropanoids	Flavonoids	Flavandiols (Leucoanthocyanidins)	http://www.wikidata.org/entity/Q15535848	Senegalia caffra	551675.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Acacieae']	['Senegalia']	['Senegalia caffra']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	6.96742057800293	1
1349	3686	44	Shikimates and Phenylpropanoids	0.125					1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q115948081	QSBRHRZLPYAVNF-UHFFFAOYSA-N	InChI=1S/C12H16O4/c1-4-5-16-12-7-10(14-2)9(8-13)6-11(12)15-3/h6-8H,4-5H2,1-3H3	CCCOc1cc(OC)c(C=O)cc1OC	C12H16O4	pos_2MHNH3	224.104858992	2,5-Dimethoxy-4-propoxybenzaldehyde	QSBRHRZLPYAVNF	Shikimates and Phenylpropanoids			http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	1	6.5	1
1350	3680	93	Fatty acids	0.5555555555555556	Fatty esters	0.4444444444444444	Wax monoesters	0.4444444444444444	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27288521	LDLDJEAVRNAEBW-UHFFFAOYSA-N	InChI=1S/C5H10O3/c1-4(6)3-5(7)8-2/h4,6H,3H2,1-2H3	COC(=O)CC(C)O	C5H10O3	pos_1_1proton1acetonitrile	118.06299418	Methyl 3-hydroxybutyrate	LDLDJEAVRNAEBW	Fatty acids	Fatty esters	Wax monoesters	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
1351	3677	185	Terpenoids	1.0	Diterpenoids	1.0	Colensane and Clerodane diterpenoids	1.0	14.0	0.40620562	ISDB	http://www.wikidata.org/entity/Q105352210	YQFZWTTZGCKOKU-LHHMMCJZSA-N	InChI=1S/C19H32O3/c1-14(12-17(21)22)7-10-18(3)15(2)8-11-19(13-20)9-5-4-6-16(18)19/h5,9,14-16,20H,4,6-8,10-13H2,1-3H3,(H,21,22)/t14-,15+,16-,18+,19+/m1/s1	C[C@H](CC[C@@]1(C)[C@@H](C)CC[C@]2(CO)C=CCC[C@@H]21)CC(=O)O	C19H32O3		308.235144884	(3R)-5-[(1S,2S,4aS,8aR)-4a-(hydroxymethyl)-1,2-dimethyl-2,3,4,7,8,8a-hexahydronaphthalen-1-yl]-3-methylpentanoic acid	YQFZWTTZGCKOKU	Terpenoids	Diterpenoids	Colensane and Clerodane diterpenoids	http://www.wikidata.org/entity/Q1414643	Cistus monspeliensis	177675.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malvales']	['Cistaceae']	['Unknown']	['Cistus']	['Cistus monspeliensis']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	7.124822616577148	1
1383	3669	812	Shikimates and Phenylpropanoids	1.0	Phenolic acids (C6-C1)	1.0	Cinnamic acids and derivatives	1.0	26.0	0.5760992	ISDB	http://www.wikidata.org/entity/Q72474856	HRAQMGWTPNOILP-UHFFFAOYSA-N	InChI=1S/C11H14O3/c1-3-13-10-7-5-9(6-8-10)11(12)14-4-2/h5-8H,3-4H2,1-2H3	CCOC(=O)c1ccc(OCC)cc1	C11H14O3		194.094294308	Ethyl 4-ethoxybenzoate	HRAQMGWTPNOILP	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	2	9.304396629333496	1
1384	3668	248	Shikimates and Phenylpropanoids	1.0	Phenolic acids (C6-C1)	1.0	Simple phenolic acids	1.0	4.0	0.49274924	ISDB	http://www.wikidata.org/entity/Q5572322	GDVRUDXLQBVIKP-HQHREHCSSA-N	InChI=1S/C13H16O10/c14-3-7-9(18)10(19)11(20)13(22-7)23-12(21)4-1-5(15)8(17)6(16)2-4/h1-2,7,9-11,13-20H,3H2/t7-,9-,10+,11-,13+/m1/s1	O=C(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1cc(O)c(O)c(O)c1	C13H16O10		332.074346712	beta-Glucogallin	GDVRUDXLQBVIKP	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q159812	Pistacia lentiscus	565880.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Pistacia']	['Pistacia lentiscus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	9.470996856689453	1
1388	3659	549	Terpenoids	0.5	Carotenoids (C40)	0.16666666666666666	Apocarotenoids (β-)	0.16666666666666666	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104985010	DMBACTHBBJOGIN-DVFSKWCBSA-N	InChI=1S/C31H50O4/c1-19(2)24(32)11-9-20(27(34)35-8)21-13-17-31(7)23-10-12-25-28(3,4)26(33)15-16-29(25,5)22(23)14-18-30(21,31)6/h20-21,24-26,32-33H,1,9-18H2,2-8H3/t20-,21-,24-,25-,26+,29+,30-,31+/m0/s1	C=C(C)[C@@H](O)CC[C@H](C(=O)OC)[C@@H]1CC[C@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CC[C@@H](O)C(C)(C)[C@@H]1CC3	C31H50O4	pos_2_1proton1potassium	486.3709100799999	methyl (2S,5S)-5-hydroxy-2-[(3R,5R,10S,13S,14S,17S)-3-hydroxy-4,4,10,13,14-pentamethyl-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-6-methylhept-6-enoate	DMBACTHBBJOGIN	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	http://www.wikidata.org/entity/Q15477576	Ozoroa insignis	1083321.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Ozoroa']	['Ozoroa insignis']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	1	6.5	1
1391	3655	420	Terpenoids	1.0	Monoterpenoids	1.0	Oleanane triterpenoids	0.5	62.0	0.3945823	ISDB	http://www.wikidata.org/entity/Q105265431	TVNMOCBBNOUQNC-UHFFFAOYSA-N	InChI=1S/C15H24O2/c1-11(2)6-8-14(9-7-12(3)4)15(17)10-13(5)16/h6-7,10,14,17H,8-9H2,1-5H3	CC(=O)C=C(O)C(CC=C(C)C)CC=C(C)C	C15H24O2		236.177630008	4-Hydroxy-8-methyl-5-(3-methylbut-2-enyl)nona-3,7-dien-2-one	TVNMOCBBNOUQNC	Terpenoids	Monoterpenoids	Acyclic monoterpenoids	http://www.wikidata.org/entity/Q14860225	Harrisonia abyssinica	874557.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Harrisonia']	['Harrisonia abyssinica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']					5	2	7.578329086303711	1
1392	3654	66	Terpenoids	0.6666666666666666	Meroterpenoids	0.5555555555555556	Merosesquiterpenoids	0.3333333333333333	1.0	0.2204695	ISDB	http://www.wikidata.org/entity/Q104908519	ABBZZTOIFXCLFD-YJHFSHLRSA-N	InChI=1S/C27H36O4/c1-15-8-9-20-25(6)12-11-21(28)24(4,5)19(25)10-13-26(20,7)27(15)14-18-22(31-27)16(2)17(3)30-23(18)29/h19-20H,1,8-14H2,2-7H3/t19-,20+,25-,26+,27-/m0/s1	C=C1CC[C@@H]2[C@@]3(C)CCC(=O)C(C)(C)[C@@H]3CC[C@@]2(C)[C@]12Cc1c(c(C)c(C)oc1=O)O2	C27H36O4		424.261359632	Lygodinolide	ABBZZTOIFXCLFD				http://www.wikidata.org/entity/Q7328678	Lygodium flexuosum	975099.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Polypodiopsida']	['Schizaeales']	['Lygodiaceae']	['Unknown']	['Lygodium']	['Lygodium flexuosum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']							3	0	3.881877899169922	1
1393	3650	176	Fatty acids	0.7049180327868853	Diterpenoids	0.7377049180327869	Catechols with side chains	0.4262295081967213	2.0	0.7416077	ISDB	http://www.wikidata.org/entity/Q105298185	VWNLWIMAWQKPOV-KTKRTIGZSA-N	InChI=1S/C19H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-17-14-18(20)16-19(21)15-17/h9-10,14-16,20-21H,2-8,11-13H2,1H3/b10-9-	CCCCCCCC/C=C\CCCc1cc(O)cc(O)c1	C19H30O2		290.2245802	5-[(4Z)-4-Tridecenyl]-1,3-benzenediol	VWNLWIMAWQKPOV	Polyketides	Aromatic polyketides	Catechols with side chains	http://www.wikidata.org/entity/Q15545669	Lithraea molleoides	556811.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Lithrea']	['Lithrea molleoides']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	10.4664306640625	1
1394	3649	-1							1.0	0.55641115	ISDB	http://www.wikidata.org/entity/Q7164947	JPZYXGPCHFZBHO-UHFFFAOYSA-N	InChI=1S/C15H33N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h2-16H2,1H3	CCCCCCCCCCCCCCCN	C15H33N		227.26130005599998	Pentadecylamine	JPZYXGPCHFZBHO	Fatty acids	Fatty acyls	Hydrocarbons	http://www.wikidata.org/entity/Q15351665	Plectranthus glabratus	802919.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Lamiaceae']	['Ocimeae']	['Plectranthus']	['Plectranthus glabratus']											0	0	2.225644588470459	1
1396	3642	18	Shikimates and Phenylpropanoids	0.7692307692307693	Flavonoids	0.7384615384615385	Proanthocyanins	0.5846153846153846	2.0	0.41266918	ISDB	http://www.wikidata.org/entity/Q105160686	MBDYBIJCLWLWDU-WXMJOIKDSA-N	InChI=1S/C30H26O9/c31-16-5-1-14(2-6-16)28-23(36)12-20-21(34)13-22(35)26(30(20)39-28)25-19-10-9-18(33)11-24(19)38-29(27(25)37)15-3-7-17(32)8-4-15/h1-11,13,23,25,27-29,31-37H,12H2/t23-,25-,27-,28+,29+/m0/s1	Oc1ccc([C@H]2Oc3cc(O)ccc3[C@@H](c3c(O)cc(O)c4c3O[C@H](c3ccc(O)cc3)[C@@H](O)C4)[C@@H]2O)cc1	C30H26O9		530.157682412	Calodenine C	MBDYBIJCLWLWDU	Shikimates and Phenylpropanoids	Flavonoids	Proanthocyanins	http://www.wikidata.org/entity/Q145495	Cassia abbreviata	499473.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Unknown']	['Cassia']	['Cassia abbreviata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	7.150676727294922	1
1404	3638	107	Carbohydrates	0.5882352941176471	Saccharides	0.5882352941176471	Disaccharides	0.5882352941176471	3.0	0.25082168	ISDB	http://www.wikidata.org/entity/Q27131385	QIGJYVCQYDKYDW-BAYKCOMVSA-N	InChI=1S/C12H22O11/c13-1-3-5(15)7(17)8(18)12(22-3)23-10-6(16)4(2-14)21-11(20)9(10)19/h3-20H,1-2H2/t3-,4-,5+,6+,7+,8-,9-,10+,11-,12+/m1/s1	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)O[C@H](CO)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O	C12H22O11		342.11621152399994	3-O-beta-D-galactopyranosyl-beta-D-galactopyranose	QIGJYVCQYDKYDW	Carbohydrates	Saccharides	Disaccharides	http://www.wikidata.org/entity/Q234126	Aegle marmelos	490374.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Aegle']	['Aegle marmelos']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']					5	3	7.503286838531494	1
1406	3630	28	Terpenoids	0.25	Triterpenoids	0.125	Limonoids	0.125	8.0	0.29474735	ISDB	http://www.wikidata.org/entity/Q105272899	UHIGYKFIIYSCGW-JLZQUXJRSA-N	InChI=1S/C19H36O8/c1-10(26-9-14-15(22)16(23)17(24)18(25)27-14)4-5-13-11(8-20)6-12(21)7-19(13,2)3/h10-18,20-25H,4-9H2,1-3H3/t10-,11-,12+,13-,14-,15-,16+,17-,18-/m1/s1	C[C@H](CC[C@@H]1[C@@H](CO)C[C@H](O)CC1(C)C)OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	C19H36O8		392.24101811199995	(2R,3R,4S,5S,6R)-6-[[(2R)-4-[(1R,4S,6S)-4-hydroxy-6-(hydroxymethyl)-2,2-dimethylcyclohexyl]butan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol	UHIGYKFIIYSCGW	Terpenoids	Apocarotenoids	Megastigmanes	http://www.wikidata.org/entity/Q162171	Melia azedarach	916052.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Meliaceae']	['Unknown']	['Melia']	['Melia azedarach']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']					5	1	6.678989410400391	1
1409	3627	-1							1.0	0.6956881	ISDB	http://www.wikidata.org/entity/Q115948462	MLCMZHMBYZSXCC-UHFFFAOYSA-N	InChI=1S/C12H18O3/c1-14-12(13)9-5-3-2-4-7-11-8-6-10-15-11/h6,8,10H,2-5,7,9H2,1H3	COC(=O)CCCCCCc1ccco1	C12H18O3		210.12559443599997	Methyl 7-(2-furyl)heptanoate	MLCMZHMBYZSXCC	Fatty acids	Fatty Acids and Conjugates	Heterocyclic fatty acids	http://www.wikidata.org/entity/Q181095	Nicotiana tabacum	222787.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Nicotianeae']	['Nicotiana']	['Nicotiana tabacum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	6.782752513885498	1
1415	3620	308	Carbohydrates	1.0	Nucleosides	1.0	Purine nucleos(t)ides	1.0	1.0	0.84156823	ISDB	http://www.wikidata.org/entity/Q82935065	WXOJULRVRHWMGT-JLQSGANNSA-N	InChI=1S/C11H15N5O4S/c1-21(19)2-5-7(17)8(18)11(20-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-,21?/m1/s1	C[S+]([O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	C11H15N5O4S		313.08447496	Methylthioadenosine sulfoxide	WXOJULRVRHWMGT	Carbohydrates	Nucleosides	Purine nucleos(t)ides	http://www.wikidata.org/entity/Q164091	Houttuynia cordata	972211.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Piperales']	['Saururaceae']	['Unknown']	['Houttuynia']	['Houttuynia cordata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	8.866272926330566	1
1420	3617	58	Shikimates and Phenylpropanoids	0.6666666666666666	Phenylpropanoids (C6-C3)	0.6666666666666666	Cinnamic acids and derivatives	0.6666666666666666	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q418993	JMFRWRFFLBVWSI-NSCUHMNNSA-N	InChI=1S/C10H12O3/c1-13-10-7-8(3-2-6-11)4-5-9(10)12/h2-5,7,11-12H,6H2,1H3/b3-2+	COc1cc(/C=C/CO)ccc1O	C10H12O3	pos_1_1proton	180.078644244	Coniferyl alcohol	JMFRWRFFLBVWSI	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
1421	3616	-1							2.0	0.33898067	ISDB	http://www.wikidata.org/entity/Q105203696	OZDJIKSIELBUHK-JUKYQPCLSA-N	InChI=1S/C26H32O15/c1-35-16-7-12(3-5-14(16)28)23(33)37-10-26(34)11-38-25(22(26)32)41-21-20(31)19(30)18(9-27)40-24(21)39-13-4-6-15(29)17(8-13)36-2/h3-8,18-22,24-25,27-32,34H,9-11H2,1-2H3/t18-,19-,20+,21-,22+,24-,25+,26-/m1/s1	COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@](O)(COC(=O)c3ccc(O)c(OC)c3)[C@H]2O)ccc1O	C26H32O15		584.1741203239999	Seguinoside K	OZDJIKSIELBUHK	Terpenoids	Steroids	Ecdysteroids	http://www.wikidata.org/entity/Q15539250	Santisukia kerrii	6080627.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Bignoniaceae']	['Unknown']	['Santisukia']	['Santisukia kerrii']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	5.355922698974609	1
1431	3608	91	Terpenoids	1.0	Sesquiterpenoids	0.9565217391304348	Cadinane sesquiterpenoids	0.391304347826087	1.0	0.8319782	ISDB	http://www.wikidata.org/entity/Q82921503	OIIJXQMSEYQDDI-UHFFFAOYSA-N	InChI=1S/C13H18/c1-9-7-8-11(3)13-10(2)5-4-6-12(9)13/h7-8,10H,4-6H2,1-3H3	Cc1ccc(C)c2c1CCCC2C	C13H18		174.140850576	1,5,8-Trimethyl-1,2,3,4-tetrahydronaphthalene	OIIJXQMSEYQDDI	Terpenoids	Sesquiterpenoids	Cadinane sesquiterpenoids	http://www.wikidata.org/entity/Q181095	Nicotiana tabacum	222787.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Nicotianeae']	['Nicotiana']	['Nicotiana tabacum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	8.8279128074646	1
1432	3605	62	Fatty acids	0.7142857142857143	Fatty esters	0.5714285714285714	Wax monoesters	0.5714285714285714	2.0	0.46686724	ISDB	http://www.wikidata.org/entity/Q105204571	PAKFICMSOWIPAA-UHFFFAOYSA-N	InChI=1S/C29H53F5O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-36-27(35)28(30,31)29(32,33)34/h2-26H2,1H3	CCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C(F)(F)C(F)(F)F	C29H53F5O2		528.396572036	Hexacosyl pentafluoropropionate	PAKFICMSOWIPAA	Fatty acids	Fatty esters	Wax monoesters	http://www.wikidata.org/entity/Q3595915	Terminalia chebula	987253.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Myrtales']	['Combretaceae']	['Unknown']	['Terminalia']	['Terminalia chebula']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	7.36746883392334	1
1445	3595	358	Fatty acids	1.0	Phenylpropanoids (C6-C3)	0.6666666666666666	Cinnamic acids and derivatives	0.6666666666666666	5.0	0.6850647	ISDB	http://www.wikidata.org/entity/Q82205984	CDSFEDLMFNBDBT-UHFFFAOYSA-N	InChI=1S/C12H20O3/c1-2-3-5-8-11(13)9-6-4-7-10-12(14)15/h2H,1,3-10H2,(H,14,15)	C=CCCCC(=O)CCCCCC(=O)O	C12H20O3		212.14124449999997	7-oxo-11-Dodecenoic acid	CDSFEDLMFNBDBT	Fatty acids	Fatty Acids and Conjugates	Oxo fatty acids	http://www.wikidata.org/entity/Q28298	Apium graveolens	2472.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Apiales']	['Apiaceae']	['Apieae']	['Apium']	['Apium graveolens']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	1	7.240258693695068	1
1447	3592	-1							138.0	0.53554934	ISDB	http://www.wikidata.org/entity/Q105034627	HWEHIFXAABIPOR-RDRQHUDQSA-N	InChI=1S/C15H24O2/c1-8-11(16)7-10-12(8)13-9(14(13,2)3)5-6-15(10,4)17/h8-10,12-13,17H,5-7H2,1-4H3/t8-,9-,10+,12-,13-,15+/m1/s1	C[C@@H]1C(=O)C[C@H]2[C@@H]1[C@H]1[C@@H](CC[C@]2(C)O)C1(C)C	C15H24O2		236.177630008	(1aR,4S,4aS,7S,7aS,7bS)-4-hydroxy-1,1,4,7-tetramethyl-1a,2,3,4a,5,7,7a,7b-octahydrocyclopropa[e]azulen-6-one	HWEHIFXAABIPOR	Terpenoids	Sesquiterpenoids	Aromadendrane sesquiterpenoids	http://www.wikidata.org/entity/Q5479016	Guarea guidonia	1060890.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Meliaceae']	['Unknown']	['Guarea']	['Guarea guidonia']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']					5	0	7.142197608947754	1
1464	3582	176	Fatty acids	0.7049180327868853	Diterpenoids	0.7377049180327869	Catechols with side chains	0.4262295081967213	86.0	0.0	MS1_match	http://www.wikidata.org/entity/Q115947778	UNRUQXSWVRAKDG-UHFFFAOYSA-N	InChI=1S/C15H22O2/c1-14(2)7-4-8-15(3)10-6-5-9(11(10)14)12(16)13(15)17/h9-11H,4-8H2,1-3H3	CC1(C)CCCC2(C)C(=O)C(=O)C3CCC2C31	C15H22O2	pos_1_1proton1isopropanol	234.16197994400002	1,2-Longidione	UNRUQXSWVRAKDG	Terpenoids	Diterpenoids		http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']		['Mangifera']	['Mangifera indica']	8	2	9.0	1
1465	3579	18	Shikimates and Phenylpropanoids	0.7692307692307693	Flavonoids	0.7384615384615385	Proanthocyanins	0.5846153846153846	3.0	0.31051782	ISDB	http://www.wikidata.org/entity/Q105267080	TXWUPICCAPJKLS-KFAWGBOVSA-N	InChI=1S/C45H38O16/c46-20-7-1-17(2-8-20)40-35(54)29(23-13-14-28(49)34(53)43(23)59-40)24-15-26-30(36(55)41(18-3-9-21(47)10-4-18)60-44(26)38(57)31(24)50)25-16-27-33(52)37(56)42(19-5-11-22(48)12-6-19)61-45(27)39(58)32(25)51/h1-16,29-30,33,35-37,40-42,46-58H/t29-,30-,33-,35+,36+,37-,40-,41-,42-/m1/s1	Oc1ccc([C@H]2Oc3c(cc([C@@H]4c5cc([C@H]6c7ccc(O)c(O)c7O[C@H](c7ccc(O)cc7)[C@H]6O)c(O)c(O)c5O[C@H](c5ccc(O)cc5)[C@H]4O)c(O)c3O)[C@@H](O)[C@H]2O)cc1	C45H38O16		834.2159851360001	Oritin-(4beta-6)-oritin-(4alpha-6)-epioritin-4alpha-ol	TXWUPICCAPJKLS	Shikimates and Phenylpropanoids	Flavonoids	Flavandiols (Leucoanthocyanidins)	http://www.wikidata.org/entity/Q50870334	Senegalia galpinii	652710.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Acacieae']	['Senegalia']	['Senegalia galpinii']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	6.242071151733398	1
